enrollment_id,student_id,course_id,term_code,grade_point,grade_letter,completion_status,feedback_rating,hours_per_week,engagement_score
ENR-00299,STU-0036,MAC-COMP-8470,2026W,,,in-progress,,12.6,0.95
ENR-00300,STU-0036,MAC-COMP-8340,2026W,,,in-progress,,7.4,0.51
ENR-00301,STU-0036,MAC-COMP-8150,2026W,,,in-progress,,6.6,0.77
ENR-00302,STU-0037,MAC-COMP-8110,2024F,3.14,B+,completed,4,11.4,0.58
ENR-00303,STU-0037,MAC-COMP-8150,2025W,3.44,A-,completed,3,13.5,0.55
ENR-00304,STU-0037,MAC-COMP-8250,2025W,2.80,B,completed,3,6.1,0.56
ENR-00305,STU-0037,MAC-COMP-8340,2025W,,,in-progress,,7.3,0.62
ENR-00306,STU-0037,MAC-COMP-8220,2025W,,,in-progress,,11.4,0.93
ENR-00307,STU-0038,MAC-COMP-8110,2024F,3.88,A,completed,4,7.2,0.86
ENR-00308,STU-0038,MAC-COMP-8220,2025W,3.09,B+,completed,5,13.8,0.48
ENR-00309,STU-0038,MAC-COMP-8470,2025W,3.07,B+,completed,5,11.5,0.93
ENR-00310,STU-0038,MAC-COMP-8250,2025W,3.47,A-,completed,4,7.6,0.58
ENR-00311,STU-0038,MAC-COMP-8150,2025W,,,withdrawn,,6.8,0.88
ENR-00312,STU-0038,MAC-COMP-8150,2025S,3.70,A,completed,5,13.9,0.53
ENR-00313,STU-0038,MAC-COMP-8340,2025S,3.15,B+,completed,3,13.9,0.78
ENR-00314,STU-0038,MAC-BU-7700,2025S,3.24,B+,completed,4,9.7,0.77
ENR-00315,STU-0038,MAC-COMP-8890,2025S,3.33,A-,completed,4,9.3,0.50
ENR-00316,STU-0039,MAC-COMP-8110,2025F,2.90,B,completed,4,11.0,0.54
ENR-00317,STU-0039,MAC-COMP-8340,2026W,,,in-progress,,8.5,0.47
ENR-00318,STU-0039,MAC-COMP-8220,2026W,3.31,A-,completed,3,12.3,0.70
ENR-00319,STU-0039,MAC-COMP-8150,2026W,3.31,A-,completed,5,10.2,0.77
ENR-00320,STU-0039,MAC-COMP-8250,2026W,3.37,A-,completed,4,10.4,0.84
ENR-00321,STU-0040,MAC-COMP-8110,2024F,2.92,B,completed,3,10.5,0.67
ENR-00322,STU-0040,MAC-COMP-8220,2025W,3.75,A,completed,4,13.9,0.87
ENR-00323,STU-0040,MAC-COMP-8150,2025W,4.00,A+,completed,4,13.2,0.68
ENR-00324,STU-0040,MAC-COMP-8250,2025W,3.83,A,completed,5,9.7,0.76
ENR-00325,STU-0040,MAC-COMP-8470,2025W,,,withdrawn,,9.7,0.76
ENR-00326,STU-0040,MAC-COMP-8470,2025S,3.92,A+,completed,5,12.3,0.58
ENR-00327,STU-0040,MAC-COMP-8340,2025S,,,in-progress,,11.3,0.61
ENR-00328,STU-0040,MAC-BU-7600,2025S,,,in-progress,,12.1,0.93
ENR-00329,STU-0040,MAC-COMP-8890,2025S,3.25,B+,completed,3,9.8,0.74
ENR-00330,STU-0041,MAC-COMP-8110,2025F,3.80,A,completed,4,12.5,0.77
ENR-00331,STU-0041,MAC-COMP-8150,2026W,2.92,B,completed,3,12.2,0.66
ENR-00332,STU-0041,MAC-COMP-8250,2026W,3.24,B+,completed,4,9.8,0.94
ENR-00333,STU-0041,MAC-COMP-8220,2026W,3.67,A-,completed,5,6.2,0.87
ENR-00334,STU-0041,MAC-COMP-8340,2026W,,,in-progress,,13.2,0.55
ENR-00335,STU-0042,MAC-COMP-8110,2025F,2.36,B-,completed,5,6.8,0.90
ENR-00336,STU-0042,MAC-COMP-8150,2026W,3.67,A-,completed,4,12.9,0.48
ENR-00337,STU-0042,MAC-COMP-8470,2026W,2.97,B,completed,4,11.5,0.63
ENR-00338,STU-0042,MAC-COMP-8220,2026W,3.37,A-,completed,4,7.8,0.52
ENR-00339,STU-0042,MAC-COMP-8250,2026W,4.00,A+,completed,3,10.3,0.92
ENR-00340,STU-0042,MAC-COMP-8340,2026S,3.40,A-,completed,3,7.9,0.71
ENR-00341,STU-0042,MAC-BU-7600,2026S,,,withdrawn,,8.8,0.78
ENR-00342,STU-0042,MAC-BU-7700,2026S,3.09,B+,completed,4,13.0,0.65
ENR-00343,STU-0042,MAC-BU-7500,2026F,,,withdrawn,,9.8,0.89
ENR-00344,STU-0042,MAC-BU-7600,2026F,,,in-progress,,8.9,0.71
ENR-00345,STU-0042,MAC-COMP-8720,2026F,3.26,B+,completed,5,11.0,0.55
ENR-00346,STU-0042,MAC-COMP-8890,2026F,,,in-progress,,8.8,0.86
ENR-00347,STU-0043,MAC-COMP-8110,2025W,2.66,B-,completed,5,7.5,0.49
ENR-00348,STU-0043,MAC-COMP-8220,2025S,3.35,A-,completed,5,8.2,0.76
ENR-00349,STU-0043,MAC-COMP-8150,2025S,3.24,B+,completed,5,6.1,0.95
ENR-00350,STU-0043,MAC-COMP-8340,2025S,3.47,A-,completed,3,9.4,0.79
ENR-00351,STU-0043,MAC-COMP-8250,2025S,3.53,A-,completed,4,9.4,0.55
ENR-00352,STU-0043,MAC-COMP-8470,2025F,,,in-progress,,8.9,0.49
ENR-00353,STU-0043,MAC-BU-7700,2025F,,,in-progress,,6.6,0.51
ENR-00354,STU-0043,MAC-BU-7600,2025F,3.92,A+,completed,5,13.4,0.79
ENR-00355,STU-0043,MAC-COMP-8890,2025F,,,in-progress,,6.7,0.74
ENR-00356,STU-0044,MAC-COMP-8110,2025W,2.75,B,completed,5,6.6,0.60
ENR-00357,STU-0044,MAC-COMP-8220,2025S,3.16,B+,completed,3,7.5,0.72
ENR-00358,STU-0044,MAC-COMP-8470,2025S,3.23,B+,completed,3,9.5,0.80
ENR-00359,STU-0044,MAC-COMP-8340,2025S,2.85,B,completed,3,9.1,0.75
ENR-00360,STU-0044,MAC-COMP-8150,2025S,2.71,B,completed,5,13.9,0.63
ENR-00361,STU-0044,MAC-COMP-8250,2025F,,,in-progress,,12.0,0.54
ENR-00362,STU-0044,MAC-BU-7600,2025F,2.50,B-,completed,5,11.4,0.86
ENR-00363,STU-0044,MAC-BU-7700,2025F,3.28,B+,completed,4,12.1,0.56
ENR-00364,STU-0044,MAC-COMP-8890,2025F,3.83,A,completed,5,10.3,0.94
ENR-00365,STU-0045,MAC-COMP-8110,2024F,3.12,B+,completed,5,7.4,0.46
ENR-00366,STU-0045,MAC-COMP-8340,2025W,3.25,B+,completed,4,11.4,0.56
ENR-00367,STU-0045,MAC-COMP-8470,2025W,2.83,B,completed,4,6.2,0.78
ENR-00368,STU-0045,MAC-COMP-8220,2025W,,,in-progress,,13.8,0.87
ENR-00369,STU-0045,MAC-COMP-8150,2025W,,,in-progress,,11.3,0.92
ENR-00370,STU-0046,MAC-COMP-8110,2024F,3.09,B+,completed,5,8.3,0.75
ENR-00371,STU-0046,MAC-COMP-8220,2025W,3.06,B+,completed,4,7.0,0.57
ENR-00372,STU-0046,MAC-COMP-8340,2025W,3.57,A-,completed,5,12.9,0.87
ENR-00373,STU-0046,MAC-COMP-8150,2025W,3.53,A-,completed,4,8.4,0.87
ENR-00374,STU-0046,MAC-COMP-8470,2025W,3.45,A-,completed,3,6.4,0.79
ENR-00375,STU-0046,MAC-COMP-8250,2025S,,,in-progress,,10.9,0.87
ENR-00376,STU-0046,MAC-BU-7500,2025S,,,in-progress,,9.0,0.92
ENR-00377,STU-0046,MAC-BU-7600,2025S,,,in-progress,,8.4,0.89
ENR-00378,STU-0046,MAC-COMP-8890,2025S,3.54,A-,completed,4,8.8,0.83
ENR-00379,STU-0047,MAC-COMP-8110,2025W,3.32,A-,completed,4,10.2,0.80
ENR-00380,STU-0047,MAC-COMP-8220,2025S,3.11,B+,completed,5,13.7,0.53
ENR-00381,STU-0047,MAC-COMP-8250,2025S,3.07,B+,completed,3,13.0,0.73
ENR-00382,STU-0047,MAC-COMP-8470,2025S,3.99,A+,completed,4,13.3,0.66
ENR-00383,STU-0047,MAC-COMP-8150,2025S,3.43,A-,completed,4,13.5,0.47
ENR-00384,STU-0048,MAC-COMP-8110,2025W,2.89,B,completed,4,10.4,0.59
ENR-00385,STU-0048,MAC-COMP-8470,2025S,3.19,B+,completed,5,9.8,0.65
ENR-00386,STU-0048,MAC-COMP-8340,2025S,3.93,A+,completed,3,8.8,0.89
ENR-00387,STU-0048,MAC-COMP-8150,2025S,3.62,A-,completed,4,10.0,0.64
ENR-00388,STU-0048,MAC-COMP-8250,2025S,3.88,A,completed,3,11.5,0.88
ENR-00389,STU-0048,MAC-COMP-8220,2025F,3.19,B+,completed,3,13.2,0.52
ENR-00390,STU-0048,MAC-BU-7600,2025F,4.00,A+,completed,3,11.1,0.66
ENR-00391,STU-0048,MAC-BU-7700,2025F,3.22,B+,completed,3,9.5,0.54
ENR-00392,STU-0048,MAC-BU-7500,2026W,,,in-progress,,6.2,0.66
ENR-00393,STU-0048,MAC-COMP-8830,2026W,,,in-progress,,11.6,0.72
ENR-00394,STU-0048,MAC-COMP-8720,2026W,,,in-progress,,11.7,0.80
ENR-00395,STU-0048,MAC-COMP-8890,2026W,,,in-progress,,6.3,0.64
ENR-00396,STU-0049,MAC-COMP-8110,2025F,3.86,A,completed,5,10.1,0.48
ENR-00397,STU-0049,MAC-COMP-8470,2026W,2.61,B-,completed,5,7.1,0.83
ENR-00398,STU-0049,MAC-COMP-8150,2026W,2.66,B-,completed,4,7.9,0.81
ENR-00399,STU-0049,MAC-COMP-8340,2026W,3.40,A-,completed,3,8.6,0.84
ENR-00400,STU-0049,MAC-COMP-8220,2026W,2.67,B-,completed,4,8.1,0.55
ENR-00401,STU-0050,MAC-COMP-8110,2024F,3.44,A-,completed,3,12.8,0.78
ENR-00402,STU-0050,MAC-COMP-8340,2025W,3.24,B+,completed,4,13.6,0.70
ENR-00403,STU-0050,MAC-COMP-8250,2025W,2.76,B,completed,4,12.7,0.94
ENR-00404,STU-0050,MAC-COMP-8470,2025W,3.36,A-,completed,5,7.4,0.87
ENR-00405,STU-0050,MAC-COMP-8150,2025W,2.83,B,completed,3,13.0,0.66
ENR-00406,STU-0050,MAC-COMP-8220,2025S,3.23,B+,completed,3,13.4,0.56
ENR-00407,STU-0050,MAC-BU-7500,2025S,2.77,B,completed,4,8.9,0.60
ENR-00408,STU-0050,MAC-BU-7600,2025S,3.66,A-,completed,3,6.7,0.67
ENR-00409,STU-0050,MAC-BU-7700,2025F,3.11,B+,completed,4,9.9,0.52
ENR-00410,STU-0050,MAC-COMP-8720,2025F,2.86,B,completed,3,12.1,0.85
ENR-00411,STU-0050,MAC-COMP-8650,2025F,,,in-progress,,9.8,0.64
ENR-00412,STU-0050,MAC-COMP-8890,2025F,,,in-progress,,12.6,0.89
ENR-00413,STU-0051,MAC-COMP-8110,2025W,3.71,A,completed,5,10.3,0.83
ENR-00414,STU-0051,MAC-COMP-8150,2025S,,,in-progress,,8.5,0.56
ENR-00415,STU-0051,MAC-COMP-8220,2025S,3.28,B+,completed,3,7.5,0.71
ENR-00416,STU-0051,MAC-COMP-8470,2025S,3.06,B+,completed,5,12.0,0.60
ENR-00417,STU-0051,MAC-COMP-8250,2025S,,,in-progress,,14.0,0.86
ENR-00418,STU-0052,MAC-COMP-8110,2025W,2.99,B,completed,4,13.9,0.51
ENR-00419,STU-0052,MAC-COMP-8250,2025S,3.43,A-,completed,5,12.9,0.84
ENR-00420,STU-0052,MAC-COMP-8470,2025S,2.84,B,completed,5,12.4,0.85
ENR-00421,STU-0052,MAC-COMP-8150,2025S,3.29,B+,completed,4,12.6,0.61
ENR-00422,STU-0052,MAC-COMP-8220,2025S,,,in-progress,,10.4,0.50
ENR-00423,STU-0053,MAC-COMP-8110,2025W,3.90,A+,completed,4,13.0,0.86
ENR-00424,STU-0053,MAC-COMP-8150,2025S,3.80,A,completed,5,11.3,0.93
ENR-00425,STU-0053,MAC-COMP-8340,2025S,3.00,B+,completed,3,11.1,0.70
ENR-00426,STU-0053,MAC-COMP-8220,2025S,3.07,B+,completed,4,7.3,0.61
ENR-00427,STU-0053,MAC-COMP-8470,2025S,3.12,B+,completed,5,6.2,0.67
ENR-00428,STU-0053,MAC-COMP-8250,2025F,,,in-progress,,10.1,0.75
ENR-00429,STU-0053,MAC-BU-7500,2025F,2.81,B,completed,3,9.1,0.55
ENR-00430,STU-0053,MAC-BU-7700,2025F,3.48,A-,completed,5,7.4,0.54
ENR-00431,STU-0053,MAC-COMP-8890,2025F,2.49,B-,completed,5,8.4,0.54
ENR-00432,STU-0054,MAC-COMP-8110,2025F,3.57,A-,completed,5,7.0,0.57
ENR-00433,STU-0054,MAC-COMP-8250,2026W,3.77,A,completed,4,12.5,0.71
ENR-00434,STU-0054,MAC-COMP-8220,2026W,3.27,B+,completed,4,9.1,0.61
ENR-00435,STU-0054,MAC-COMP-8150,2026W,2.99,B,completed,3,9.2,0.78
ENR-00436,STU-0054,MAC-COMP-8470,2026W,3.69,A-,completed,4,10.6,0.91
ENR-00437,STU-0054,MAC-COMP-8340,2026S,3.05,B+,completed,5,11.5,0.78
ENR-00438,STU-0054,MAC-BU-7700,2026S,2.97,B,completed,5,9.8,0.85
ENR-00439,STU-0054,MAC-BU-7600,2026S,3.69,A-,completed,5,6.2,0.92
ENR-00440,STU-0054,MAC-BU-7500,2026F,3.07,B+,completed,4,10.4,0.60
ENR-00441,STU-0054,MAC-COMP-8830,2026F,,,in-progress,,10.4,0.54
ENR-00442,STU-0054,MAC-COMP-8720,2026F,,,in-progress,,13.2,0.59
ENR-00443,STU-0054,MAC-COMP-8890,2026F,,,in-progress,,10.6,0.90
ENR-00444,STU-0055,MAC-COMP-8110,2025F,3.16,B+,completed,5,13.2,0.47
ENR-00445,STU-0055,MAC-COMP-8340,2026W,3.24,B+,completed,4,10.3,0.64
ENR-00446,STU-0055,MAC-COMP-8470,2026W,,,withdrawn,,14.0,0.83
ENR-00447,STU-0055,MAC-COMP-8150,2026W,3.28,B+,completed,3,7.9,0.82
ENR-00448,STU-0055,MAC-COMP-8220,2026W,3.39,A-,completed,5,7.4,0.92
ENR-00449,STU-0055,MAC-COMP-8470,2026S,2.62,B-,completed,3,6.6,0.91
ENR-00450,STU-0055,MAC-COMP-8250,2026S,3.45,A-,completed,4,11.3,0.78
ENR-00451,STU-0055,MAC-BU-7600,2026S,3.48,A-,completed,3,6.6,0.74
ENR-00452,STU-0055,MAC-BU-7500,2026F,,,in-progress,,7.2,0.95
ENR-00453,STU-0055,MAC-BU-7700,2026F,,,in-progress,,6.3,0.51
ENR-00454,STU-0055,MAC-COMP-8720,2026F,4.00,A+,completed,5,11.0,0.87
ENR-00455,STU-0055,MAC-COMP-8890,2026F,,,in-progress,,9.7,0.54
ENR-00456,STU-0056,MAC-COMP-8110,2024F,3.43,A-,completed,4,12.1,0.83
ENR-00457,STU-0056,MAC-COMP-8220,2025W,3.95,A+,completed,4,13.3,0.67
ENR-00458,STU-0056,MAC-COMP-8470,2025W,2.97,B,completed,4,9.4,0.91
ENR-00459,STU-0056,MAC-COMP-8340,2025W,3.28,B+,completed,4,12.9,0.49
ENR-00460,STU-0056,MAC-COMP-8150,2025W,3.27,B+,completed,5,7.6,0.87
ENR-00461,STU-0056,MAC-COMP-8250,2025S,3.63,A-,completed,4,10.9,0.89
ENR-00462,STU-0056,MAC-BU-7600,2025S,,,in-progress,,7.8,0.75
ENR-00463,STU-0056,MAC-BU-7700,2025S,,,in-progress,,12.0,0.77
ENR-00464,STU-0056,MAC-COMP-8890,2025S,,,in-progress,,7.4,0.75
ENR-00465,STU-0057,MAC-COMP-8110,2025F,3.85,A,completed,5,8.7,0.86
ENR-00466,STU-0057,MAC-COMP-8250,2026W,3.06,B+,completed,5,11.6,0.80
ENR-00467,STU-0057,MAC-COMP-8470,2026W,3.48,A-,completed,3,10.4,0.93
ENR-00468,STU-0057,MAC-COMP-8340,2026W,3.27,B+,completed,5,9.6,0.86
ENR-00469,STU-0057,MAC-COMP-8150,2026W,3.72,A,completed,4,11.8,0.87
ENR-00470,STU-0057,MAC-COMP-8220,2026S,3.49,A-,completed,5,9.6,0.72
ENR-00471,STU-0057,MAC-BU-7700,2026S,3.01,B+,completed,4,11.8,0.82
ENR-00472,STU-0057,MAC-BU-7600,2026S,3.93,A+,completed,5,10.6,0.65
ENR-00473,STU-0057,MAC-BU-7500,2026F,3.06,B+,completed,5,11.0,0.84
ENR-00474,STU-0057,MAC-COMP-8650,2026F,,,in-progress,,13.0,0.47
ENR-00475,STU-0057,MAC-COMP-8780,2026F,2.80,B,completed,4,9.8,0.70
ENR-00476,STU-0057,MAC-COMP-8890,2026F,2.16,C+,completed,4,8.8,0.57
ENR-00477,STU-0058,MAC-COMP-8110,2024F,3.76,A,completed,3,11.5,0.51
ENR-00478,STU-0058,MAC-COMP-8220,2025W,3.97,A+,completed,4,6.5,0.65
ENR-00479,STU-0058,MAC-COMP-8150,2025W,3.18,B+,completed,4,13.5,0.94
ENR-00480,STU-0058,MAC-COMP-8470,2025W,3.60,A-,completed,4,9.6,0.71
ENR-00481,STU-0058,MAC-COMP-8250,2025W,2.44,B-,completed,3,8.2,0.51
ENR-00482,STU-0058,MAC-COMP-8340,2025S,3.21,B+,completed,4,8.2,0.64
ENR-00483,STU-0058,MAC-BU-7700,2025S,3.21,B+,completed,4,13.1,0.76
ENR-00484,STU-0058,MAC-BU-7600,2025S,,,in-progress,,12.7,0.52
ENR-00485,STU-0058,MAC-COMP-8890,2025S,,,in-progress,,12.6,0.92
ENR-00486,STU-0059,MAC-COMP-8110,2024F,3.79,A,completed,3,12.9,0.54
ENR-00487,STU-0059,MAC-COMP-8150,2025W,3.74,A,completed,3,12.9,0.48
ENR-00488,STU-0059,MAC-COMP-8250,2025W,3.00,B+,completed,4,13.5,0.76
ENR-00489,STU-0059,MAC-COMP-8470,2025W,,,withdrawn,,12.8,0.85
ENR-00490,STU-0059,MAC-COMP-8220,2025W,3.21,B+,completed,3,10.6,0.78
ENR-00491,STU-0059,MAC-COMP-8470,2025S,,,in-progress,,13.3,0.51
ENR-00492,STU-0059,MAC-COMP-8340,2025S,,,in-progress,,12.9,0.53
ENR-00493,STU-0059,MAC-BU-7500,2025S,3.26,B+,completed,4,14.0,0.62
ENR-00494,STU-0059,MAC-COMP-8890,2025S,3.45,A-,completed,5,6.7,0.82
ENR-00495,STU-0060,MAC-COMP-8110,2025F,3.08,B+,completed,3,6.6,0.66
ENR-00496,STU-0060,MAC-COMP-8250,2026W,3.42,A-,completed,5,12.8,0.71
ENR-00497,STU-0060,MAC-COMP-8220,2026W,3.39,A-,completed,3,7.2,0.78
ENR-00498,STU-0060,MAC-COMP-8470,2026W,2.39,B-,completed,4,11.5,0.65
ENR-00499,STU-0060,MAC-COMP-8340,2026W,3.57,A-,completed,3,10.0,0.48
ENR-00500,STU-0060,MAC-COMP-8150,2026S,,,in-progress,,8.1,0.62
ENR-00501,STU-0060,MAC-BU-7600,2026S,3.22,B+,completed,5,9.9,0.49
ENR-00502,STU-0060,MAC-BU-7500,2026S,,,in-progress,,7.9,0.95
ENR-00503,STU-0060,MAC-COMP-8890,2026S,2.80,B,completed,4,8.0,0.64
ENR-00504,STU-0061,MAC-COMP-8110,2025F,3.02,B+,completed,5,7.2,0.48
ENR-00505,STU-0061,MAC-COMP-8150,2026W,,,in-progress,,12.6,0.86
ENR-00506,STU-0061,MAC-COMP-8250,2026W,,,in-progress,,9.0,0.91
ENR-00507,STU-0061,MAC-COMP-8220,2026W,3.01,B+,completed,3,9.9,0.48
ENR-00508,STU-0061,MAC-COMP-8340,2026W,,,in-progress,,11.6,0.48
ENR-00509,STU-0062,MAC-COMP-8110,2025F,3.37,A-,completed,5,10.5,0.53
ENR-00510,STU-0062,MAC-COMP-8340,2026W,2.78,B,completed,5,8.8,0.57
ENR-00511,STU-0062,MAC-COMP-8220,2026W,3.78,A,completed,4,8.5,0.68
ENR-00512,STU-0062,MAC-COMP-8250,2026W,3.77,A,completed,4,8.5,0.92
ENR-00513,STU-0062,MAC-COMP-8150,2026W,3.31,A-,completed,3,10.7,0.60
ENR-00514,STU-0062,MAC-COMP-8470,2026S,3.48,A-,completed,3,6.3,0.56
ENR-00515,STU-0062,MAC-BU-7700,2026S,4.00,A+,completed,4,6.0,0.47
ENR-00516,STU-0062,MAC-BU-7600,2026S,3.39,A-,completed,4,9.1,0.79
ENR-00517,STU-0062,MAC-BU-7500,2026F,,,in-progress,,6.4,0.70
ENR-00518,STU-0062,MAC-COMP-8830,2026F,,,in-progress,,13.8,0.94
ENR-00519,STU-0062,MAC-COMP-8720,2026F,,,in-progress,,9.8,0.72
ENR-00520,STU-0062,MAC-COMP-8890,2026F,3.36,A-,completed,5,13.9,0.58
ENR-00521,STU-0063,MAC-COMP-8110,2025W,2.51,B-,completed,4,11.2,0.47
ENR-00522,STU-0063,MAC-COMP-8150,2025S,3.55,A-,completed,5,9.2,0.79
ENR-00523,STU-0063,MAC-COMP-8250,2025S,3.78,A,completed,3,6.1,0.86
ENR-00524,STU-0063,MAC-COMP-8220,2025S,4.00,A+,completed,3,13.9,0.60
ENR-00525,STU-0063,MAC-COMP-8470,2025S,,,withdrawn,,10.5,0.94
ENR-00526,STU-0063,MAC-COMP-8340,2025F,3.06,B+,completed,5,8.7,0.67
ENR-00527,STU-0063,MAC-COMP-8470,2025F,3.35,A-,completed,4,7.6,0.72
ENR-00528,STU-0063,MAC-BU-7700,2025F,3.17,B+,completed,3,8.2,0.47
ENR-00529,STU-0063,MAC-BU-7500,2026W,3.58,A-,completed,3,8.9,0.52
ENR-00530,STU-0063,MAC-BU-7600,2026W,,,in-progress,,10.0,0.66
ENR-00531,STU-0063,MAC-COMP-8720,2026W,3.61,A-,completed,3,11.4,0.54
ENR-00532,STU-0063,MAC-COMP-8890,2026W,2.80,B,completed,4,12.4,0.55
ENR-00533,STU-0064,MAC-COMP-8110,2024F,3.19,B+,completed,3,6.8,0.95
ENR-00534,STU-0064,MAC-COMP-8470,2025W,3.84,A,completed,4,13.9,0.60
ENR-00535,STU-0064,MAC-COMP-8220,2025W,3.28,B+,completed,4,11.2,0.95
ENR-00536,STU-0064,MAC-COMP-8150,2025W,,,withdrawn,,11.7,0.52
ENR-00537,STU-0064,MAC-COMP-8340,2025W,3.22,B+,completed,5,9.3,0.88
ENR-00538,STU-0064,MAC-COMP-8150,2025S,3.57,A-,completed,3,12.7,0.62
ENR-00539,STU-0064,MAC-COMP-8250,2025S,3.64,A-,completed,4,7.6,0.86
ENR-00540,STU-0064,MAC-BU-7700,2025S,3.28,B+,completed,5,11.4,0.61
ENR-00541,STU-0064,MAC-BU-7600,2025F,,,in-progress,,11.2,0.56
ENR-00542,STU-0064,MAC-BU-7500,2025F,3.24,B+,completed,3,9.0,0.59
ENR-00543,STU-0064,MAC-COMP-8830,2025F,2.74,B,completed,4,6.2,0.66
ENR-00544,STU-0064,MAC-COMP-8890,2025F,,,in-progress,,7.2,0.90
ENR-00545,STU-0065,MAC-COMP-8110,2025F,4.00,A+,completed,5,13.9,0.81
ENR-00546,STU-0065,MAC-COMP-8470,2026W,,,in-progress,,13.6,0.84
ENR-00547,STU-0065,MAC-COMP-8220,2026W,4.00,A+,completed,3,9.0,0.66
ENR-00548,STU-0065,MAC-COMP-8250,2026W,3.70,A,completed,5,10.0,0.83
ENR-00549,STU-0065,MAC-COMP-8150,2026W,2.79,B,completed,5,11.3,0.77
ENR-00550,STU-0066,MAC-COMP-8110,2025W,3.38,A-,completed,3,8.4,0.75
ENR-00551,STU-0066,MAC-COMP-8470,2025S,2.74,B,completed,3,13.6,0.54
ENR-00552,STU-0066,MAC-COMP-8340,2025S,3.19,B+,completed,4,13.9,0.69
ENR-00553,STU-0066,MAC-COMP-8220,2025S,3.19,B+,completed,4,8.2,0.89
ENR-00554,STU-0066,MAC-COMP-8250,2025S,3.74,A,completed,4,6.2,0.58
ENR-00555,STU-0066,MAC-COMP-8150,2025F,3.35,A-,completed,3,9.3,0.68
ENR-00556,STU-0066,MAC-BU-7700,2025F,3.04,B+,completed,3,13.7,0.60
ENR-00557,STU-0066,MAC-BU-7600,2025F,3.25,B+,completed,5,10.6,0.85
ENR-00558,STU-0066,MAC-BU-7500,2026W,3.06,B+,completed,4,13.7,0.80
ENR-00559,STU-0066,MAC-COMP-8780,2026W,3.41,A-,completed,3,11.7,0.81
ENR-00560,STU-0066,MAC-COMP-8830,2026W,,,in-progress,,11.1,0.89
ENR-00561,STU-0066,MAC-COMP-8890,2026W,3.37,A-,completed,4,11.9,0.48
ENR-00562,STU-0067,MAC-COMP-8110,2024F,3.20,B+,completed,4,8.1,0.49
ENR-00563,STU-0067,MAC-COMP-8250,2025W,3.59,A-,completed,5,6.1,0.61
ENR-00564,STU-0067,MAC-COMP-8220,2025W,3.56,A-,completed,5,13.0,0.49
ENR-00565,STU-0067,MAC-COMP-8150,2025W,,,in-progress,,8.2,0.47
ENR-00566,STU-0067,MAC-COMP-8470,2025W,,,in-progress,,12.6,0.50
ENR-00567,STU-0068,MAC-COMP-8110,2024F,,,withdrawn,,6.9,0.54
ENR-00568,STU-0068,MAC-COMP-8110,2025W,3.67,A-,completed,3,8.5,0.66
ENR-00569,STU-0068,MAC-BU-7500,2025W,3.07,B+,completed,5,12.9,0.71
ENR-00570,STU-0068,MAC-BU-7600,2025W,2.69,B-,completed,3,6.7,0.50
ENR-00571,STU-0068,MAC-BU-7700,2025W,2.85,B,completed,3,9.3,0.74
ENR-00572,STU-0068,MAC-COMP-8220,2025S,3.42,A-,completed,3,6.2,0.76
ENR-00573,STU-0068,MAC-COMP-8250,2025S,2.97,B,completed,5,13.5,0.54
ENR-00574,STU-0068,MAC-COMP-8150,2025S,2.80,B,completed,4,13.8,0.85
ENR-00575,STU-0068,MAC-COMP-8470,2025F,,,withdrawn,,11.3,0.94
ENR-00576,STU-0068,MAC-COMP-8340,2025F,,,in-progress,,8.2,0.85
ENR-00577,STU-0068,MAC-COMP-8720,2025F,2.97,B,completed,3,11.6,0.57
ENR-00578,STU-0068,MAC-COMP-8890,2025F,3.26,B+,completed,4,10.0,0.71
ENR-00579,STU-0069,MAC-COMP-8110,2024F,3.06,B+,completed,4,11.5,0.62
ENR-00580,STU-0069,MAC-COMP-8220,2025W,3.09,B+,completed,3,12.3,0.82
ENR-00581,STU-0069,MAC-COMP-8150,2025W,,,withdrawn,,11.4,0.79
ENR-00582,STU-0069,MAC-COMP-8470,2025W,3.11,B+,completed,5,11.7,0.93
ENR-00583,STU-0069,MAC-COMP-8340,2025W,2.72,B,completed,3,12.6,0.83
ENR-00584,STU-0069,MAC-COMP-8150,2025S,,,in-progress,,12.8,0.51
ENR-00585,STU-0069,MAC-COMP-8250,2025S,3.39,A-,completed,4,6.7,0.62
ENR-00586,STU-0069,MAC-BU-7600,2025S,3.06,B+,completed,4,9.6,0.73
ENR-00587,STU-0069,MAC-COMP-8890,2025S,2.89,B,completed,4,11.1,0.48
ENR-00588,STU-0070,MAC-COMP-8110,2025W,3.54,A-,completed,5,13.3,0.80
ENR-00589,STU-0070,MAC-COMP-8470,2025S,3.33,A-,completed,4,7.4,0.62
ENR-00590,STU-0070,MAC-COMP-8220,2025S,,,withdrawn,,7.9,0.52
ENR-00591,STU-0070,MAC-COMP-8340,2025S,2.95,B,completed,3,12.0,0.64
ENR-00592,STU-0070,MAC-COMP-8150,2025S,3.64,A-,completed,4,8.2,0.71
ENR-00593,STU-0070,MAC-COMP-8220,2025F,3.03,B+,completed,4,12.4,0.78
ENR-00594,STU-0070,MAC-COMP-8250,2025F,3.70,A,completed,3,8.5,0.59
ENR-00595,STU-0070,MAC-BU-7500,2025F,3.86,A,completed,4,9.9,0.80
ENR-00596,STU-0070,MAC-BU-7600,2026W,3.25,B+,completed,4,9.4,0.83
